startdate,starttime,enddate,endtime,status,progress,duration_in_secs,finished,recordeddate,responseid,distributionchannel,userlanguage,current_info_receipt,how_do_you_want_info,recyclable_paper_disposal,nonrecyclable_paper_disposal,cardboard_boxboard_disposal,recyclable_glass_disposal,specialty_glass_disposal,recyclable_plastics_disposal,plastic_bag_disposal,bulky_plastic_disposal,polystyrene_foam_disposal,recyclable_metals_disposal,specialty_metals_disposal,e_waste_disposal,misc_items_disposal,accepted_item_in_trash,accepted_item_in_recycling,not_accepted_item_in_trash,not_accepted_item_in_recycling,unsure_item_in_trash,unsure_item_in_recycling,specialty_recycle_dropoff,what_happens_unwashed,what_happens_bagged,what_happens_unsure
2020-10-19,15:48:08,2020-10-19,15:53:14,IP Address,100,306,True,2020-10-19 15:53:14,R_26liY8uMWCnVX5o,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters","Information on my recycling cart,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Somewhat unlikely,Extremely likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,15:54:13,2020-10-19,15:58:04,IP Address,100,230,True,2020-10-19 15:58:04,R_24XgynI8QAzzqa5,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Neither likely nor unlikely,Extremely likely,Extremely likely,Neither likely nor unlikely,Extremely likely,Neither likely nor unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-19,15:53:22,2020-10-19,15:58:14,IP Address,100,291,True,2020-10-19 15:58:14,R_2Ysu9W0vTMaHkXd,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Rejected by the recycling collectors before pick-up.,Dispose of the item in the trash.
2020-10-19,15:53:57,2020-10-19,15:58:20,IP Address,100,262,True,2020-10-19 15:58:20,R_3M6xu1HlGTazaU9,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-19,15:51:58,2020-10-19,16:00:50,IP Address,100,531,True,2020-10-19 16:00:50,R_2eQohTuKX3RGs3N,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,NA,Other (such as can and bottle return or compost),NA,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:00:11,2020-10-19,16:05:23,IP Address,100,311,True,2020-10-19 16:05:23,R_VImxwgvSIol6MmZ,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat likely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,15:59:15,2020-10-19,16:07:06,IP Address,100,471,True,2020-10-19 16:07:06,R_tKz0JJQUD5cKVl7,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,"Trash Cart,Recycling Cart,Take to Drop-off Recycling Center",Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:14:16,2020-10-19,16:21:13,IP Address,100,417,True,2020-10-19 16:21:14,R_1EX1zItlbW69btm,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The City of Lansing social media pages","Mailed pamphlets/flyers/or newsletters,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Trash Cart,NA,Trash Cart,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely likely,Neither likely nor unlikely,Neither likely nor unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:21:41,2020-10-19,16:31:03,IP Address,100,562,True,2020-10-19 16:31:04,R_1OBo20X7Pdlzlg2,anonymous,EN,"A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,Take to Drop-off Recycling Center,"Trash Cart,Recycling Cart",Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:26:02,2020-10-19,16:33:49,IP Address,100,466,True,2020-10-19 16:33:49,R_2Cwd9iwMC8fg36y,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,NA,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:23:47,2020-10-19,16:35:06,IP Address,100,679,True,2020-10-19 16:35:07,R_125X3q2z2JhdTVq,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app",The Capital Area Recycling and Trash website,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Take to Drop-off Recycling Center,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:29:33,2020-10-19,16:35:58,IP Address,100,385,True,2020-10-19 16:35:59,R_2TKSorrbMmrFTXH,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:41:07,2020-10-19,16:43:23,IP Address,100,135,True,2020-10-19 16:43:23,R_28XNQHiIxj2PW34,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:37:43,2020-10-19,16:44:14,IP Address,100,390,True,2020-10-19 16:44:14,R_1gSYe7XVgt2kDJr,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,NA,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Somewhat unlikely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:41:24,2020-10-19,16:46:12,IP Address,100,288,True,2020-10-19 16:46:13,R_3mkN4eQnhkCslLR,anonymous,EN,"The Capital Area Recycling And Trash website,The City of Lansing social media pages","The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,16:28:30,2020-10-19,16:47:41,IP Address,100,1151,True,2020-10-19 16:47:42,R_2xxHJJ9AwDo1Bm1,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,16:44:51,2020-10-19,16:50:59,IP Address,100,368,True,2020-10-19 16:51:00,R_27lFBqdJmR5LB5A,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat unlikely,Extremely unlikely,Somewhat unlikely,Somewhat unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
